read_name,ont_barcode,index_barcode
0ca52aa9-e72c-4fe3-8540-7b2775f9bd06 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=28783 ch=81 start_time=2022-06-03T16:26:43Z barcode=bw_044,BC91,044
2cd976b4-2a9e-48f8-92fa-b3abc7014696 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17440 ch=1 start_time=2022-06-03T15:02:38Z barcode=bw_044,BC67,044
a7068221-9921-4c82-b815-e5a1f8f3ac98 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3180 ch=65 start_time=2022-06-03T12:39:24Z barcode=bw_044,BC67,044
d54a3a69-aefc-4676-b3bf-bac186dd96c6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=11744 ch=25 start_time=2022-06-03T14:24:18Z barcode=bw_044,BC91,044
73d8a3d7-57b5-462c-acef-8c3804d11253 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=13732 ch=6 start_time=2022-06-03T14:25:45Z barcode=bw_044,BC79,044
2f52d802-3e78-4121-ac3f-404449f34f1b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9438 ch=113 start_time=2022-06-03T13:52:40Z barcode=bw_044,BC79,044
e8d561f4-c070-4c79-8a16-1ddd28a180c1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=13614 ch=108 start_time=2022-06-03T14:27:42Z barcode=bw_044,BC67,044
4080976b-58cb-44a8-84e8-025e91f6ada2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6989 ch=51 start_time=2022-06-03T13:10:08Z barcode=bw_044,BC67,044
d9f8c784-457f-4058-8189-db8e1f3172ed runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6880 ch=2 start_time=2022-06-03T13:10:44Z barcode=bw_044,BC67,044
c17b9900-513e-4564-8f67-5f875f4d29fd runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6459 ch=57 start_time=2022-06-03T13:10:11Z barcode=bw_044,BC67,044
8d218c5c-6892-45ff-81d8-a4c5382f3f04 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5122 ch=88 start_time=2022-06-03T12:56:59Z barcode=bw_044,BC91,044
adc670bf-b94f-4d6e-81aa-f7db25e80e44 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12813 ch=66 start_time=2022-06-03T14:08:50Z barcode=bw_044,BC79,044
5e9373b3-10df-4220-af4b-d390897afe8c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12019 ch=105 start_time=2022-06-03T14:08:25Z barcode=bw_044,BC67,044
b79921cf-2e78-4a8e-a2aa-9dc9d9621d12 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=11366 ch=113 start_time=2022-06-03T14:09:25Z barcode=bw_044,BC91,044
c6a53e25-7b72-48bb-b06c-09a8d51a2be5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15106 ch=6 start_time=2022-06-03T14:41:45Z barcode=bw_044,BC79,044
3a8a1404-baf6-4b35-9ad3-adaf5d5543cc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22554 ch=13 start_time=2022-06-03T16:08:51Z barcode=bw_044,BC91,044
4a50e771-e159-4a64-b644-3f7dcb840858 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4302 ch=116 start_time=2022-06-03T12:53:52Z barcode=bw_044,BC79,044
1117499b-a56b-4625-8526-8a2d36ad1d1c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1385 ch=39 start_time=2022-06-03T12:29:23Z barcode=bw_044,BC79,044
ffe55ae2-7757-469f-a6a5-b30f4f77b2b5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1836 ch=80 start_time=2022-06-03T12:29:21Z barcode=bw_044,BC91,044
d93091e1-bbd0-4c25-a789-58b924e3c61a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1761 ch=4 start_time=2022-06-03T12:30:00Z barcode=bw_044,BC67,044
e3b05077-f332-4af6-a047-9ae168a2355d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=14113 ch=24 start_time=2022-06-03T14:38:31Z barcode=bw_044,BC91,044
8a6d1cf2-fc36-4a53-9a74-889d32ee23fa runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=14866 ch=6 start_time=2022-06-03T14:39:20Z barcode=bw_044,BC91,044
bbea8eb5-a54c-4142-bfc9-47e624596f73 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=78090 ch=3 start_time=2022-06-03T15:47:12Z barcode=bw_044,BC67,044
e4465cb0-7c3c-4688-b621-fb463d26bbd5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1391 ch=113 start_time=2022-06-03T12:26:36Z barcode=bw_044,BC91,044
aef1c0bd-d876-4e4a-91e8-f8e17c446c20 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1234 ch=116 start_time=2022-06-03T12:26:54Z barcode=bw_044,BC91,044
91dcb19b-26cb-45b3-be13-8764b57196e6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10759 ch=108 start_time=2022-06-03T13:59:33Z barcode=bw_044,BC67,044
e07321bc-2497-4a20-b5be-a349f280f094 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8984 ch=18 start_time=2022-06-03T13:58:55Z barcode=bw_044,BC67,044
53b26870-e9bb-4caf-a289-6efe3c78bbc7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6647 ch=39 start_time=2022-06-03T13:16:07Z barcode=bw_044,BC67,044
91a50854-b543-45d7-af63-3716a6d46ac6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19583 ch=57 start_time=2022-06-03T15:29:48Z barcode=bw_044,BC67,044
91136658-9d7f-4509-8391-0a33d404e130 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18075 ch=113 start_time=2022-06-03T15:29:43Z barcode=bw_044,BC67,044
c0ec73c4-2eab-4294-bb05-62fe26c7ad26 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22826 ch=105 start_time=2022-06-03T16:15:41Z barcode=bw_044,BC91,044
c58e059b-28c1-46e6-8a62-f366f3797430 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=24647 ch=66 start_time=2022-06-03T16:12:47Z barcode=bw_044,BC79,044
137f6b98-59dc-4480-81a8-a4e327128aa3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=20732 ch=18 start_time=2022-06-03T16:14:30Z barcode=bw_044,BC79,044
12774ac8-96a7-4178-9b92-b2b452332618 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15903 ch=106 start_time=2022-06-03T17:00:53Z barcode=bw_044,BC79,044
ab4b72da-6964-48be-a470-7f99df591458 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=28443 ch=57 start_time=2022-06-03T17:01:13Z barcode=bw_044,BC91,044
674545e0-b787-4225-8a3c-9972ad9be16e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19444 ch=13 start_time=2022-06-03T15:32:10Z barcode=bw_044,BC79,044
346a2ff3-c473-47d4-bbfd-d461df3ceab3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19052 ch=105 start_time=2022-06-03T15:30:42Z barcode=bw_044,BC91,044
c2cca2f1-3f0b-4116-9c7b-5bf8d82f393f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8304 ch=38 start_time=2022-06-03T13:25:36Z barcode=bw_044,BC67,044
d5a41fef-aedc-41f7-998b-834d397fb957 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7659 ch=126 start_time=2022-06-03T13:27:22Z barcode=bw_044,BC79,044
69ae8c14-a7f9-4abe-ae49-25c7bea6152a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7629 ch=39 start_time=2022-06-03T13:26:59Z barcode=bw_044,BC67,044
f3714db5-a217-4e6f-a05f-ca90beaf7099 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5778 ch=39 start_time=2022-06-03T13:06:09Z barcode=bw_044,BC79,044
d842ab70-e845-4e37-b599-0f5afd599e25 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9597 ch=108 start_time=2022-06-03T13:45:12Z barcode=bw_044,BC79,044
7c643b98-9bff-46c4-8ef3-61544d453a9b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9030 ch=88 start_time=2022-06-03T13:33:26Z barcode=bw_044,BC67,044
34b66676-3b72-4e90-9d94-65c6313ea3e6 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8384 ch=108 start_time=2022-06-03T13:33:03Z barcode=bw_044,BC91,044
1b12c20f-4c6b-428d-9c68-ea3a9c58237b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9463 ch=66 start_time=2022-06-03T13:33:20Z barcode=bw_044,BC79,044
ec794034-842e-4581-bf97-7c119d5929f5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8942 ch=51 start_time=2022-06-03T13:29:14Z barcode=bw_044,BC91,044
9b52545e-139d-4b07-8a8e-32c2e6f0e417 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3536 ch=51 start_time=2022-06-03T12:43:24Z barcode=bw_044,BC91,044
7fd2fc68-d924-4a13-a696-0abe9e4217c2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3045 ch=126 start_time=2022-06-03T12:43:12Z barcode=bw_044,BC79,044
9e2df9a8-4d79-4ccc-b40b-dad106e6d9ef runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3310 ch=110 start_time=2022-06-03T12:42:44Z barcode=bw_044,BC79,044
c1ee9f84-6b41-4362-8768-c4b4cd21bcff runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=28130 ch=92 start_time=2022-06-03T16:38:35Z barcode=bw_044,BC79,044
9c4b58b4-88eb-4c6e-b424-d267c0a74248 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=24479 ch=113 start_time=2022-06-03T16:40:06Z barcode=bw_044,BC91,044
35e34cc8-ae40-4052-a9b4-3058705c3170 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=21285 ch=105 start_time=2022-06-03T15:55:30Z barcode=bw_044,BC79,044
156205b9-3485-4060-b0d0-63ad545b1387 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16999 ch=21 start_time=2022-06-03T15:19:49Z barcode=bw_044,BC67,044
9cbd7464-6672-43df-979d-da8e5f106b05 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=23666 ch=105 start_time=2022-06-03T16:33:04Z barcode=bw_044,BC79,044
d4ae14b6-cbc1-42b3-816f-36b43bda760a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=111843 ch=3 start_time=2022-06-03T16:32:05Z barcode=bw_044,BC79,044
5a5a1111-5659-4ff9-9cdc-8264fffff9cf runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17520 ch=123 start_time=2022-06-03T15:17:31Z barcode=bw_044,BC79,044
cdcf2a75-d21b-4c9e-9f9e-9d8edd34692e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=22262 ch=26 start_time=2022-06-03T15:57:38Z barcode=bw_044,BC79,044
10b6c23e-0cb0-413c-8820-fef9205052ce runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15030 ch=116 start_time=2022-06-03T15:08:34Z barcode=bw_044,BC79,044
f28e9804-6883-4bce-a2c4-bf71dd800205 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=52071 ch=3 start_time=2022-06-03T15:09:44Z barcode=bw_044,BC91,044
f11e81ac-a33f-4cb5-845c-2e9e9e758493 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=16365 ch=113 start_time=2022-06-03T15:06:34Z barcode=bw_044,BC91,044
8b9fd645-07a3-4c84-bf83-9907bf646e03 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18207 ch=106 start_time=2022-06-03T17:25:46Z barcode=bw_044,BC67,044
bd6225e6-5a0c-47b3-9e2d-6557564cd5b7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12927 ch=122 start_time=2022-06-03T14:20:36Z barcode=bw_044,BC79,044
fe6c68d6-fa90-4e11-80ec-3af6503bc414 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=65 ch=80 start_time=2022-06-03T12:18:00Z barcode=bw_044,BC91,044
a2c2d638-5ee9-4d71-8cf6-b5b33bb175ea runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=317 ch=67 start_time=2022-06-03T12:18:53Z barcode=bw_044,BC91,044
bcde1e48-3ced-4f46-8eb2-6384d634611e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=272 ch=37 start_time=2022-06-03T12:19:11Z barcode=bw_044,BC79,044
e9c6e1ef-c485-4479-8cda-89961e527a10 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5905 ch=6 start_time=2022-06-03T13:01:18Z barcode=bw_044,BC67,044
6431a2ad-f73b-4166-ab51-46177daa15fe runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17791 ch=18 start_time=2022-06-03T15:37:09Z barcode=bw_044,BC79,044
5125554b-cbb5-47a6-a10e-393609efdb10 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3505 ch=24 start_time=2022-06-03T12:41:59Z barcode=bw_044,BC67,044
45cd8ba8-83d7-4e98-a1b8-95e71dc8c9b4 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4119 ch=78 start_time=2022-06-03T12:44:22Z barcode=bw_044,BC67,044
0b4b1570-350d-4e78-912d-6f0bb2555d52 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7156 ch=1 start_time=2022-06-03T13:13:27Z barcode=bw_044,BC79,044
0a619b32-de06-48ac-82b4-c1ca4b2c35d5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10495 ch=18 start_time=2022-06-03T14:14:59Z barcode=bw_044,BC67,044
d4f19e7f-8488-494f-97b3-e22f1519cc24 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=18254 ch=37 start_time=2022-06-03T14:55:32Z barcode=bw_044,BC79,044
9552cb2e-04c0-4d35-be44-a181195022d1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=25473 ch=13 start_time=2022-06-03T16:40:53Z barcode=bw_044,BC91,044
26ed8c60-d33c-4e3d-95f4-98dafc37bcfc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4314 ch=106 start_time=2022-06-03T12:48:55Z barcode=bw_044,BC79,044
41119abd-d874-45a8-8032-2b783c4f2fb3 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7172 ch=97 start_time=2022-06-03T13:24:47Z barcode=bw_044,BC79,044
1a02db59-1c0a-4fea-89aa-afeb31525088 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8429 ch=6 start_time=2022-06-03T13:24:28Z barcode=bw_044,BC67,044
d6c82abf-cc46-4312-b352-4218daf14697 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=472 ch=110 start_time=2022-06-03T12:21:00Z barcode=bw_044,BC67,044
909a9cfd-d696-403d-b2b5-b6cbc305a70c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=518 ch=122 start_time=2022-06-03T12:20:55Z barcode=bw_044,BC67,044
c8cd2824-d1c0-4826-b449-590101680a82 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1990 ch=36 start_time=2022-06-03T12:31:13Z barcode=bw_044,BC67,044
9361a464-c487-4d5c-927e-82a56d672f4f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7803 ch=26 start_time=2022-06-03T13:21:28Z barcode=bw_044,BC91,044
844636a4-d1ea-4781-bae1-42b35703c0e8 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=19308 ch=24 start_time=2022-06-03T15:39:08Z barcode=bw_044,BC79,044
34e8261e-bd46-441d-b1cf-c4edb6da534e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=20055 ch=105 start_time=2022-06-03T15:42:17Z barcode=bw_044,BC91,044
c50d28cb-7c54-469b-b307-03bb7b05c1cb runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8352 ch=57 start_time=2022-06-03T13:30:20Z barcode=bw_044,BC67,044
b4cad3c8-9026-4ceb-8b0b-2366d0a65ba9 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8287 ch=57 start_time=2022-06-03T13:29:46Z barcode=bw_044,BC79,044
8eda97f0-b584-43fd-9b0a-5e37091cca11 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7473 ch=113 start_time=2022-06-03T13:29:40Z barcode=bw_044,BC67,044
743280d0-7ca4-4278-93b6-87aee747c995 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8218 ch=82 start_time=2022-06-03T13:30:08Z barcode=bw_044,BC79,044
8db5d3a2-c10b-4ec7-af80-e4767966331b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17768 ch=81 start_time=2022-06-03T14:37:29Z barcode=bw_044,BC67,044
70afdaae-fe11-4a1b-95b7-70e58a6de7fc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2912 ch=52 start_time=2022-06-03T12:38:53Z barcode=bw_044,BC79,044
9549b107-9166-4c88-853e-e18a6884dbfc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2778 ch=52 start_time=2022-06-03T12:37:44Z barcode=bw_044,BC79,044
140d1a9f-1e4a-400c-bc44-fa933bc0004d runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=35192 ch=3 start_time=2022-06-03T14:33:22Z barcode=bw_044,BC79,044
4e88c55b-882d-4a37-8356-643be2bda2af runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10194 ch=6 start_time=2022-06-03T13:41:41Z barcode=bw_044,BC67,044
b2d6ed23-a283-4207-a2e7-41d74b9777a5 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15756 ch=83 start_time=2022-06-03T14:44:40Z barcode=bw_045,BC27,045
015f959f-5138-4c7a-a655-0f113a7ef93a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8208 ch=68 start_time=2022-06-03T13:21:59Z barcode=bw_045,BC27,045
386e8679-545e-4093-a48c-b759c472c276 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7984 ch=83 start_time=2022-06-03T13:21:52Z barcode=bw_045,BC27,045
ff5ce70f-4d85-4e17-ae74-e63200b326e1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17017 ch=123 start_time=2022-06-03T15:13:17Z barcode=bw_045,BC27,045
d7996cc2-500a-458e-a1af-91d290a2c6b4 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5748 ch=25 start_time=2022-06-03T13:19:39Z barcode=bw_045,BC27,045
824ab3a0-e699-4250-b47e-a8ae54958d1f runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6859 ch=39 start_time=2022-06-03T13:18:40Z barcode=bw_045,BC27,045
5ae5210f-e9b8-4a6d-9766-6f6a7fddd3c2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7997 ch=93 start_time=2022-06-03T13:18:11Z barcode=bw_045,BC27,045
75e03e8a-adcf-4131-a9e2-141a65485caa runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9286 ch=81 start_time=2022-06-03T13:19:28Z barcode=bw_045,BC27,045
ff94f818-32b3-4858-811b-c0a2b4160a91 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9291 ch=16 start_time=2022-06-03T13:39:30Z barcode=bw_045,BC27,045
55310597-559f-42de-9352-d1afef86fc6a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=9579 ch=88 start_time=2022-06-03T13:38:01Z barcode=bw_045,BC27,045
c13511a1-2e19-4f63-94d5-386a9d3aa849 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=14432 ch=37 start_time=2022-06-03T14:18:39Z barcode=bw_045,BC27,045
fc8cc56f-9240-447c-ae77-cd4082384a00 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=2656 ch=16 start_time=2022-06-03T12:36:29Z barcode=bw_045,BC27,045
839f926d-7375-4c55-addf-8186c045559b runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1872 ch=37 start_time=2022-06-03T12:28:42Z barcode=bw_045,BC27,045
7639d2d6-1bab-4177-a005-9280ac9f7e04 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1580 ch=51 start_time=2022-06-03T12:27:22Z barcode=bw_045,BC27,045
97637f9c-a892-4675-bcfc-d19a7b30a2fb runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=6943 ch=80 start_time=2022-06-03T13:09:13Z barcode=bw_045,BC27,045
542508e9-e963-4bb2-8a34-e7c37b34296c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=636 ch=106 start_time=2022-06-03T12:21:48Z barcode=bw_045,BC27,045
45bd17ae-631c-4633-9f2c-cf73467196e2 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=1264 ch=68 start_time=2022-06-03T12:24:40Z barcode=bw_045,BC27,045
df3a87b7-3f5a-446b-a58b-7abf729250a0 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=5000 ch=93 start_time=2022-06-03T12:51:27Z barcode=bw_045,BC27,045
136e26d3-9c11-4a99-b237-64642dc98109 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4952 ch=93 start_time=2022-06-03T12:50:56Z barcode=bw_045,BC27,045
bba18a8c-92b8-4e76-9464-0266b8916dd7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=14218 ch=6 start_time=2022-06-03T14:31:45Z barcode=bw_045,BC27,045
3a7a8f3e-1ba1-4e50-a37c-a7647abdae1a runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12987 ch=97 start_time=2022-06-03T14:29:36Z barcode=bw_045,BC27,045
52e6e103-8ed1-4e3e-879e-6e5dee4612d8 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=7517 ch=36 start_time=2022-06-03T13:14:35Z barcode=bw_045,BC27,045
f3f66aec-1a62-4fc6-89df-d17618004214 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8890 ch=21 start_time=2022-06-03T13:46:54Z barcode=bw_045,BC27,045
cc0d18cd-19e1-436f-b8f7-96b5baa6db73 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=15919 ch=13 start_time=2022-06-03T14:50:09Z barcode=bw_045,BC27,045
9dd2b7d3-4651-4789-b492-f51c7dd9c3a4 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=14905 ch=113 start_time=2022-06-03T14:49:05Z barcode=bw_045,BC27,045
ea943aba-fecc-4302-8510-8716b118ddcc runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=21366 ch=83 start_time=2022-06-03T15:43:07Z barcode=bw_045,BC27,045
6cf0a81f-1cd5-43fb-a26f-4355feb95f7c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=4845 ch=25 start_time=2022-06-03T13:11:01Z barcode=bw_045,BC27,045
fe1aa374-c806-4939-af7d-1d459486fa08 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=21731 ch=18 start_time=2022-06-03T16:25:31Z barcode=bw_045,BC27,045
c45f63e4-7ed9-4f9a-9e95-2986688d829c runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=25018 ch=57 start_time=2022-06-03T16:22:20Z barcode=bw_045,BC27,045
6e43c514-e42a-44f4-974e-f56dc23aa2d9 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=17245 ch=26 start_time=2022-06-03T15:02:14Z barcode=bw_045,BC52,045
49f5749f-b8d0-4bb3-91ab-327c6f4142b1 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=3210 ch=2 start_time=2022-06-03T12:40:10Z barcode=bw_045,BC27,045
61afc0c8-cee2-457a-9216-8d663a0533e7 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12470 ch=97 start_time=2022-06-03T14:24:32Z barcode=bw_045,BC27,045
61d0d421-f4d2-4efc-a362-9ad40ae1a292 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=12551 ch=116 start_time=2022-06-03T14:25:45Z barcode=bw_045,BC27,045
4b2ff95f-6c2b-4e97-8aec-56a3d8a2b793 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10973 ch=5 start_time=2022-06-03T13:53:20Z barcode=bw_045,BC27,045
370eaa83-0130-455b-bbc8-ed2551bfee2e runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=10244 ch=24 start_time=2022-06-03T13:53:17Z barcode=bw_045,BC27,045
b6e9da7e-2a0a-4385-b73e-8145eaf2f346 runid=1b7bf189bb6e7b6627c717b20111ff1777ce9409 sampleid=220603anj read=8412 ch=39 start_time=2022-06-03T13:36:28Z barcode=bw_045,BC27,045
